session_id,session_date,from_pos,from_task,to_task,max_gap,long_pole_device,mic_gap,n_contributing_devices
3140,2026-03-19,14,hevelius_obs,break_video_obs_2,12.0,Eyelink_1,4.0,12
3140,2026-03-19,15,break_video_obs_2,progress_bar_obs_3,14.0,Eyelink_1,7.0,12
3140,2026-03-19,16,progress_bar_obs_3,intro_speech_obs_1,6.0,Mic_Yeti_dev_1,6.0,1
3140,2026-03-19,17,intro_speech_obs_1,passage_obs_1,11.0,Eyelink_1,6.0,3
3140,2026-03-19,18,passage_obs_1,picture_description_obs_1,15.0,Eyelink_1,6.0,12
3140,2026-03-19,19,picture_description_obs_1,ahh_obs_1,14.0,Eyelink_1,8.0,12
3140,2026-03-19,20,ahh_obs_1,break_video_obs_3,14.0,Eyelink_1,7.0,12
3140,2026-03-19,21,break_video_obs_3,coord_pause_obs_1,16.0,Eyelink_1,7.0,12
3140,2026-03-19,22,coord_pause_obs_1,finger_nose_obs_1,5.0,Mic_Yeti_dev_1,5.0,1
3140,2026-03-19,23,finger_nose_obs_1,foot_tapping_obs_1,11.0,Intel_D455_2,4.0,10
3140,2026-03-19,24,foot_tapping_obs_1,altern_hand_mov_obs_1,11.0,Intel_D455_2,5.0,10
3140,2026-03-19,25,altern_hand_mov_obs_1,coord_pause_obs_2,13.0,Intel_D455_2,7.0,10
3140,2026-03-19,26,coord_pause_obs_2,sit_to_stand_obs,5.0,Mic_Yeti_dev_1,5.0,1
